"","am_sid","class","order","family","Loo","K","Winfinity","tmax","tm","M","Lm","depthrangedeep","demerspelag","EnvTemp","FeedingType","bodyshape","IUCN_Code","Resilience","pd50","vulnerability","importance","pricecateg"
"6746","Fis-26933","Actinopterygii","Scorpaeniformes","Hoplichthyidae",28.8068687353037,0.262679323660732,253.412962813006,10.2303457892215,3.10306815469305,0.442474568493949,16.7781007403041,NA,"demersal","tropical",NA,"elongated","NE",NA,0.5002,14.4,NA,"unknown"
"6747","Fis-26934","Actinopterygii","Beloniformes","Hemiramphidae",23.1896309365349,0.791627053120702,94.6256812901838,5.64977793740946,1.42160745362636,0.9216774683408,15.2777252165316,NA,"pelagic","tropical","variable","elongated","NE","High",0.5,24.47,"minor commercial","unknown"
"6748","Fis-26935","Actinopterygii","Tetraodontiformes","Tetraodontidae",24.4963171625561,0.672315129002266,309.196850714213,4.49271534677624,1.36159266532046,1.32081428664147,14.4864657414428,NA,"demersal","tropical",NA,"short_andor_deep","LC","Medium",0.5005,41.73,"of no interest",NA
"6749","Fis-26936","Actinopterygii","Scorpaeniformes","Synanceiidae",29.4159669738608,0.253316922610308,346.482992989366,10.0546520362936,3.12828279429611,0.445674720415896,17.0369586700971,172,"demersal","temperate",NA,"fusiform_normal","LC","Medium",0.5002,28.54,NA,"unknown"
"6750","Fis-26937","Actinopterygii","Beryciformes","Holocentridae",26.5481587459339,0.517164162770713,245.264305787325,5.12807170770863,1.97114292205853,1.31092237067329,15.5498404459412,240,"reef-associated","tropical","hunting macrofauna (predator)","short_andor_deep","LC","High",0.5001,29.57,"commercial","medium"
"6751","Fis-26938","Actinopterygii","Perciformes","Blenniidae",22.1916174546873,0.437777677481808,118.795018337076,6.88085186495625,1.6704719467109,0.805042598597716,12.3290997219085,10,"reef-associated","tropical","other","elongated","LC","High",0.5,22.52,NA,"unknown"
"6752","Fis-26939","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,76,"reef-associated","subtropical","hunting macrofauna (predator)","fusiform_normal","LC","Low",0.5,61.24,NA,"very high"
"6753","Fis-26940","Actinopterygii","Pleuronectiformes","Soleidae",27.9805614328974,0.330044494582009,214.06735627153,11.504163931313,2.41207897289386,0.40368461923402,16.4921339739874,40,"reef-associated","tropical",NA,"short_andor_deep","LC","Medium",0.5156,31.66,"commercial","very high"
"6754","Fis-26941","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,46,"reef-associated","tropical","grazing on aquatic plants","fusiform_normal","LC","Low",0.5,55.27,"of no interest",NA
"6755","Fis-26942","Actinopterygii","Pleuronectiformes","Bothidae",21.8592109103983,0.436522844620932,83.3819142567515,7.10001013580957,1.50538366775528,0.639436981066343,11.2331449695384,121,"demersal","subtropical",NA,"short_andor_deep","NE","Medium",0.5,49,"commercial","very high"
"6756","Fis-26943","Actinopterygii","Scorpaeniformes","Scorpaenidae",37.3989030287973,0.145519775014913,590.659297578961,13.7214699319327,3.90310374537563,0.295575684336695,18.1204936121505,278,"demersal","tropical",NA,"fusiform_normal","LC","Low",0.5,59.3,NA,"high"
"6757","Fis-26945","Actinopterygii","Scorpaeniformes","Triglidae",33.0750860083252,0.319483829627699,372.800535541474,10.4016133981364,3.22031435944986,0.498252803522856,19.6507823290089,420,"demersal","deep-water",NA,"fusiform_normal","LC","Medium",0.5,35.74,"subsistence fisheries","very high"
"6758","Fis-26946","Actinopterygii","Anguilliformes","Muraenidae",123.227228349164,0.109330850437054,11981.4949284002,19.3370856566747,5.96996977375684,0.21104249424587,58.4192931277796,30,"demersal","tropical","hunting macrofauna (predator)","eel_like","LC","Low",0.5005,54.33,NA,"medium"
"6759","Fis-26948","Actinopterygii","Scorpaeniformes","Peristediidae",30.5126467174706,0.251481116660215,300.017901499628,10.6369591375325,3.23134233059556,0.423790243529509,17.6735881395199,600,"demersal","deep-water",NA,"fusiform_normal","NE","Medium",0.5078,37.8,NA,"unknown"
"6760","Fis-26949","Actinopterygii","Anguilliformes","Nettastomatidae",72.9933056905354,0.206294456248848,2009.11856490697,12.1133734090292,3.61020840928379,0.3430119502273,38.538926814286,626,"demersal","tropical",NA,"eel_like","LC","High",0.5039,29.54,NA,"unknown"
"6761","Fis-26950","Actinopterygii","Perciformes","Gobiidae",8.04498428483533,0.879260749228883,3.40137896889765,2.95243019571377,0.632946619729672,1.8743110666005,4.28533928487296,NA,"reef-associated","tropical",NA,"elongated","LC","High",0.5,10,NA,"very high"
"6762","Fis-26952","Actinopterygii","Tetraodontiformes","Tetraodontidae",40.9996895897042,0.434048441782148,1255.73820778679,7.0057162952402,2.13041820687166,0.797028805217143,23.9579829213797,NA,"demersal","tropical","hunting macrofauna (predator)","short_andor_deep","LC","Medium",0.5,29.95,"of no interest",NA
"6763","Fis-26953","Actinopterygii","Tetraodontiformes","Monacanthidae",18.6201203083508,0.530476432153301,98.7612848111415,4.79059861347619,1.47341908889465,1.13124592577538,10.7904527615933,600,"demersal","deep-water",NA,"fusiform_normal","LC","Medium",0.5001,33.7,NA,"unknown"
"6764","Fis-26955","Actinopterygii","Tetraodontiformes","Tetraodontidae",29.6271565276172,0.480316931815692,525.319591779686,5.96929731369204,1.83253285294921,0.94231483702088,17.413589224268,22,"demersal","tropical",NA,"fusiform_normal","LC","High",0.5,10,NA,"very high"
"6765","Fis-26956","Actinopterygii","Perciformes","Sciaenidae",50.8716504410904,0.344721957590572,1320.30278807585,9.12175332878339,2.32043649689358,0.596106697955314,27.0675419223616,NA,"pelagic","tropical","hunting macrofauna (predator)","elongated","NE","High",1,30.51,"minor commercial","medium"
"6766","Fis-26957","Actinopterygii","Perciformes","Sciaenidae",37.5771272027291,0.427104039832501,648.451690649514,6.01428877440576,1.63136741303866,0.848777916815551,19.438164581813,40,"demersal","tropical","hunting macrofauna (predator)","fusiform_normal","NE","Medium",0.501,47.44,"commercial","medium"
"6767","Fis-26958","Actinopterygii","Perciformes","Sciaenidae",50.8716504410904,0.344721957590572,1320.30278807585,9.12175332878339,2.32043649689358,0.596106697955314,27.0675419223616,NA,"demersal","tropical",NA,"elongated","NE","High",0.625,30.51,"minor commercial","medium"
"6768","Fis-26959","Actinopterygii","Perciformes","Sciaenidae",50.8716504410904,0.344721957590572,1320.30278807585,9.12175332878339,2.32043649689358,0.596106697955314,27.0675419223616,NA,"demersal","tropical",NA,"elongated","NE","High",1,29.42,"minor commercial","medium"
"6769","Fis-26961","Actinopterygii","Beloniformes","Hemiramphidae",23.1896309365349,0.791627053120702,94.6256812901838,5.64977793740946,1.42160745362636,0.9216774683408,15.2777252165316,NA,"pelagic","tropical",NA,"elongated","LC","High",0.5,22.16,"minor commercial","unknown"
"6770","Fis-26962","Actinopterygii","Perciformes","Trichiuridae",109.401883290782,0.475262607444007,1350.93374040747,6.26908638429202,1.44076347180843,0.690065107928214,46.3510013147638,100,"pelagic","tropical",NA,"elongated","NE","High",0.625,36.15,"commercial","medium"
"6771","Fis-26963","Actinopterygii","Perciformes","Haemulidae",76.3905233907279,0.207135827408402,6307.01249825742,23.8615114705817,5.38518537340897,0.362194381789538,44.2366735340224,200,"reef-associated","tropical","hunting macrofauna (predator)","short_andor_deep","NE","Low",0.5,52.24,"commercial","medium"
"6772","Fis-26964","Actinopterygii","Perciformes","Haemulidae",55.5294418224405,0.264762371839398,2305.173991633,17.2539191342294,3.67773595175552,0.48253580715277,30.7751931079708,40,"reef-associated","tropical","hunting macrofauna (predator)","fusiform_normal","NE","Medium",0.5,40.85,"commercial","medium"
"6773","Fis-26965","Actinopterygii","Mugiliformes","Mugilidae",45.2578368094425,0.278258623382222,1143.60611334835,8.97220188414084,2.51029673252304,0.577513995799638,22.3820034565101,NA,"demersal","tropical","variable","fusiform_normal","NE","Medium",0.75,34.97,"commercial","medium"
"6774","Fis-26966","Actinopterygii","Perciformes","Sciaenidae",36.3904712056251,0.557108664614547,467.013205238371,5.77549933151616,1.44681306517594,1.00399438047915,19.3171622568384,100,"demersal","tropical","hunting macrofauna (predator)","fusiform_normal","NE","High",0.5312,25.72,"highly commercial","medium"
"6775","Fis-26967","Actinopterygii","Perciformes","Labrisomidae",38.5911168983685,0.352035020708141,627.082286464389,9.39336370164218,2.28309311454617,0.582582065890555,21.373183789281,NA,"reef-associated","tropical",NA,NA,"DD",NA,0.5,10,NA,"unknown"
"6776","Fis-26969","Actinopterygii","Perciformes","Labrisomidae",38.5911168983685,0.352035020708141,627.082286464389,9.39336370164218,2.28309311454617,0.582582065890555,21.373183789281,NA,"reef-associated","tropical",NA,"elongated","LC","High",0.5,10,NA,"unknown"
"6777","Fis-26970","Actinopterygii","Perciformes","Serranidae",41.2282735446867,0.260812089865802,741.605090218066,12.1215032562282,3.7896184068176,0.460047782010264,23.8302913558261,70,"reef-associated","tropical","selective plankton feeding","fusiform_normal","LC","Medium",0.75,34.31,"subsistence fisheries","very high"
"6778","Fis-26971","Actinopterygii","Perciformes","Pomacanthidae",38.6696581734735,0.282257647713003,902.311456873871,20.7546336073489,4.50098578643174,0.374673758341685,25.0433521604867,12,"reef-associated","tropical","hunting macrofauna (predator)","short_andor_deep","LC","Low",0.5001,59.02,"subsistence fisheries","high"
"6779","Fis-26972","Actinopterygii","Perciformes","Labridae",28.3807458709021,0.490380384126584,328.157032587656,6.60106178440003,1.68156679104437,0.947973753571754,15.0898695645866,10,"reef-associated","tropical","hunting macrofauna (predator)","fusiform_normal","LC","Medium",0.5,32.15,NA,"very high"
"6780","Fis-26993","Actinopterygii","Perciformes","Sciaenidae",50.8716504410904,0.344721957590572,1320.30278807585,9.12175332878339,2.32043649689358,0.596106697955314,27.0675419223616,NA,"pelagic","tropical",NA,NA,"NE","Medium",0.75,26.32,"minor commercial","medium"
"6781","Fis-26994","Actinopterygii","Perciformes","Sciaenidae",50.8716504410904,0.344721957590572,1320.30278807585,9.12175332878339,2.32043649689358,0.596106697955314,27.0675419223616,NA,"pelagic","tropical",NA,"elongated","LC","Medium",0.75,41.73,"minor commercial","medium"
"6782","Fis-26996","Actinopterygii","Scorpaeniformes","Congiopodidae",28.8068687353037,0.262679323660732,253.412962813006,10.2303457892215,3.10306815469305,0.442474568493949,16.7781007403041,NA,"demersal","subtropical",NA,"fusiform_normal","NE",NA,0.5176,23.12,NA,"unknown"
"6783","Fis-26997","Holocephali","Chimaeriformes","Callorhinchidae",102.130669041507,0.156944047628758,8188.94067616441,17.5756432541402,6.11592735385355,0.262449825686085,59.9024794751518,116,"demersal","subtropical","hunting macrofauna (predator)","elongated","LC","Low",0.75,54.4,"commercial","low"
"6784","Fis-26998","Actinopterygii","Perciformes","Labridae",28.6780883606052,0.330419828304999,333.611170413121,8.97238027933105,2.32668490697313,0.650280325801431,15.4306239919947,15,"reef-associated","tropical",NA,"fusiform_normal","LC","Medium",0.5,42.31,NA,"very high"
"6785","Fis-26999","Actinopterygii","Perciformes","Pinguipedidae",34.8193802968339,0.327877203648132,443.710834961476,8.90308501892353,2.09361766732854,0.579452217818047,18.1925507278071,NA,"demersal","tropical",NA,"elongated","NE","High",0.5,21.97,"of no interest","unknown"
"6786","Fis-27004","Actinopterygii","Tetraodontiformes","Triacanthidae",36.1874504070557,0.351085952073328,682.86929619064,7.10614695152834,2.22003335221972,0.736958491163199,19.8416034117989,50,"demersal","tropical","hunting macrofauna (predator)","short_andor_deep","NE","High",0.6328,24.47,"minor commercial","unknown"
"6787","Fis-27005","Actinopterygii","Perciformes","Gobiidae",13.0321262106335,0.61839934046548,13.2081690594649,4.27297643521014,0.905019975125257,1.22073765164542,6.79257882235088,2,"demersal","tropical",NA,"fusiform_normal","NE","Medium",0.625,33.02,"minor commercial","very high"
"6788","Fis-27009","Actinopterygii","Gadiformes","Lotidae",45.8373995874038,0.261511540439041,875.386165191004,10.9976912701114,3.40595207589753,0.462495202674284,28.2142552011317,2260,"demersal","deep-water","variable","elongated","NE","Medium",0.5001,41.67,"commercial","medium"
"6789","Fis-27010","Actinopterygii","Gadiformes","Lotidae",45.8373995874038,0.261511540439041,875.386165191004,10.9976912701114,3.40595207589753,0.462495202674284,28.2142552011317,50,"pelagic","subtropical",NA,"elongated","NE","High",0.5001,23.44,"of no interest",NA
"6790","Fis-27011","Actinopterygii","Gadiformes","Lotidae",45.8373995874038,0.261511540439041,875.386165191004,10.9976912701114,3.40595207589753,0.462495202674284,28.2142552011317,2000,"pelagic","temperate",NA,"elongated","NE","Medium",0.5001,35.72,"of no interest",NA
"6791","Fis-27012","Actinopterygii","Gadiformes","Lotidae",45.8373995874038,0.261511540439041,875.386165191004,10.9976912701114,3.40595207589753,0.462495202674284,28.2142552011317,250,"demersal","tropical","hunting macrofauna (predator)","elongated","DD","Medium",0.5001,42.82,"commercial","medium"
"6792","Fis-27013","Actinopterygii","Gadiformes","Lotidae",45.8373995874038,0.261511540439041,875.386165191004,10.9976912701114,3.40595207589753,0.462495202674284,28.2142552011317,10,"demersal","tropical","variable","elongated","DD","High",0.5001,16.57,"subsistence fisheries","medium"
"6793","Fis-27015","Actinopterygii","Gadiformes","Macrouridae",51.196743225694,0.165442341027011,834.11005525652,20.8423593722242,5.9001434478235,0.268193660607311,31.0145255326577,1370,"pelagic","deep-water",NA,"elongated","LC","Low",0.5001,58.22,"of no interest",NA
"6794","Fis-27016","Actinopterygii","Gadiformes","Macrouridae",129.226976643129,0.109481609957333,12466.770336262,39.4314442178977,12.9231006279174,0.158634957958186,81.2722897170188,3500,"demersal","deep-water","variable","elongated","NE","Low",1,70.01,"commercial","medium"
"6795","Fis-27025","Actinopterygii","Gadiformes","Macrouridae",85.4052405124794,0.107513070665757,2780.08178070316,41.9562130725788,10.5711240285266,0.1495892657443,51.3135589496215,3700,"demersal","deep-water","hunting macrofauna (predator)","elongated","NE","Low",0.5,79.31,"commercial","medium"
"6796","Fis-27026","Actinopterygii","Gadiformes","Macrouridae",50.7762853295982,0.161130525231023,558.932584127118,26.0831381555569,6.71494168539021,0.232275900781004,31.4159793006626,2400,"demersal","deep-water",NA,"elongated","NE","Low",0.5,54.74,"subsistence fisheries","medium"
"6797","Fis-27027","Actinopterygii","Gadiformes","Macrouridae",50.7762853295982,0.161130525231023,558.932584127118,26.0831381555569,6.71494168539021,0.232275900781004,31.4159793006626,1870,"pelagic","deep-water",NA,"elongated","NE","Medium",0.5,43.96,"of no interest",NA
"6798","Fis-27028","Actinopterygii","Gadiformes","Macrouridae",57.6466317486926,0.219706178819114,725.006740553616,21.4831835641893,5.42024819311719,0.291436436789483,35.878037459123,3500,"demersal","deep-water",NA,"elongated","NE","Medium",0.5,45.52,"minor commercial","medium"
"6799","Fis-27030","Actinopterygii","Gadiformes","Macrouridae",50.7762853295982,0.161130525231023,558.932584127118,26.0831381555569,6.71494168539021,0.232275900781004,31.4159793006626,1600,"demersal","deep-water",NA,"elongated","NE","Medium",0.5,46.13,"minor commercial","medium"
"6800","Fis-27031","Actinopterygii","Perciformes","Gempylidae",52.0019581968824,0.276192503506211,1046.39416500422,12.189347005778,2.94090132851898,0.422597732743083,28.5390515781757,457,"pelagic","deep-water",NA,"fusiform_normal","NE","High",0.75,23.53,NA,"unknown"
"6801","Fis-27032","Actinopterygii","Gadiformes","Macrouridae",50.7762853295982,0.161130525231023,558.932584127118,26.0831381555569,6.71494168539021,0.232275900781004,31.4159793006626,2375,"demersal","deep-water","variable","elongated","LC","Medium",0.5,46.13,"of no interest",NA
"6802","Fis-27033","Actinopterygii","Perciformes","Gempylidae",56.3351249401059,0.237607962591052,1288.7465279125,13.9996006744971,3.38773860216607,0.359070764611016,31.0329012929246,820,"pelagic","deep-water",NA,"elongated","NE","High",0.5078,23.53,"subsistence fisheries","unknown"
